fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
ABO,Hogar - Lámparas,"Umi. by Amazon, lampada da tavolo, paralume in tessuto, con base rettangolare in metallo, 25,9 cm",https://m.media-amazon.com/images/I/91Ez91HW3zL._SX512_.jpg,123.8738,122.5994,124.9341,48.4848,1.0966,-1.2888,35.9326875,272.7511,0.0187,0.4899,Tristeza,0.2813,0.06060698698816316,0.2812770340170651,0.15254839786685534,0.08976577780906544,0.015775429874614742,0.09291134086782533,0.1203733768267067,0.18674165574970417,28.13,Neutro,Medio,Apagado,Relajación,False,0.4093,0.4374,0.4913,0.3986,0.4067,0.3287,1.0,0.7577,0.0202,0.4139
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Table Lamp with Textured Ceramic Base, Bulb Included, 20""H, Gray",https://m.media-amazon.com/images/I/51Z-C5DxxHL._SX512_.jpg,241.8008,241.5379,239.47625000000005,95.2159,0.089,0.0893,10.5907,53.2142,0.0096,0.9482,Relajación,0.2594,0.05388906756579935,0.07408098805580032,0.10843674295588986,0.09818101764902722,0.13570193278073975,0.25940014240510134,0.13593916239174614,0.13437094619589596,25.94,Neutro,Luminoso,Apagado,Relajación,True,0.9436,0.9456,1.0,0.9469,0.3758,0.3513,0.1126,0.1478,0.0104,0.9434
ABO,Hogar - Lámparas,"Amazon Brand - Ravenna Home Single-Light Modern Table Lamp with Crackled Glass Base and Beige Shade, LED Bulb Included, 18""H, Dark-Bronze Finish",https://m.media-amazon.com/images/I/81s6uFFID5L._SX512_.jpg,243.4572,242.0853,239.47625000000005,95.4613,0.3264,0.5692,10.5879,39.323,0.0164,0.9547,Relajación,0.2773,0.04973030006718834,0.08485228647247015,0.08464093814868014,0.07614319616216099,0.13730115157685713,0.2772804258049625,0.14172536625941365,0.14832633550826707,27.73,Neutro,Luminoso,Apagado,Relajación,True,0.9511,0.9479,1.0,0.9497,0.3831,0.3592,0.1125,0.1092,0.0177,0.9509
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Modern Stacked Ball Standing Floor Lamp With LED Light Bulb - 58 Inches, Brushed Steel with Smoked Glass",https://m.media-amazon.com/images/I/41HasMix+AL._SX512_.jpg,250.4724,250.3844,239.47625000000005,98.3579,0.0269,0.033,7.375787500000003,59.5198,0.0439,0.9822,Relajación,0.2259,0.057410213934279905,0.08543466350667249,0.11301717862626995,0.10183885991279078,0.15008833383642203,0.22593629356413897,0.11824847088375427,0.14802598573567163,22.59,Neutro,Luminoso,Apagado,Relajación,True,0.9828,0.9834,1.0,0.9837,0.3739,0.3504,0.0,0.1653,0.0475,0.9827
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Industrial Adjustable Pharmacy Living Room Floor Lamp with LED Light Bulb - 10 x 31 x 51 Inches, Oil-Rubbed Bronze",https://m.media-amazon.com/images/I/41r4SpfGk7L._SX512_.jpg,248.5787,248.5316,239.47625000000005,97.4906,0.0412,-0.0508,14.2589,59.6895,0.0366,0.9748,Relajación,0.3149,0.06080453551883376,0.10829320332173036,0.052301772778005205,0.061180179801086476,0.026767446608221182,0.3149022444552375,0.18622150064653512,0.18952911687035048,31.49,Neutro,Luminoso,Apagado,Relajación,True,0.9743,0.9755,1.0,0.9735,0.3743,0.349,0.241,0.1658,0.0396,0.9741
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Geo Pattern Ceramic Nightstand Table Lamp With LED Light Bulb - 12 x 12 x 26 Inches, Blue and White",https://m.media-amazon.com/images/I/81dkYqDfwLL._SX512_.jpg,229.489,228.5182,228.1528,90.314,0.3414,0.2656,19.867,16.4077,0.0058,0.9,Relajación,0.2391,0.05222021884078495,0.06612120577548072,0.1040687876424726,0.09573035598334954,0.13124925262910553,0.23911197780864793,0.17942575737596905,0.13207244394418968,23.91,Neutro,Luminoso,Apagado,Relajación,True,0.8878,0.8899,0.9497,0.8894,0.3835,0.3542,0.4374,0.0456,0.0063,0.8877
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Metal Living Room Standing Floor Lamp With LED Light Bulb - 59.25 Inches, Dark Bronze With Off-White",https://m.media-amazon.com/images/I/41eZDnLwQFL._SX512_.jpg,250.7084,250.6211,239.47625000000005,98.345,0.0078,0.0719,10.3314,59.5337,0.0448,0.9832,Relajación,0.2918,0.04953485579346212,0.10671770419023129,0.06277856272141669,0.05716102474091863,0.11647400703872554,0.29175122486110255,0.13555792692147983,0.18002469373266344,29.18,Neutro,Luminoso,Apagado,Relajación,True,0.9839,0.9844,1.0,0.9836,0.3733,0.351,0.1035,0.1654,0.0484,0.9838
ABO,Hogar - Lámparas,"Stone & Beam Lámpara de mesa de computadora de carga inalámbrica con luz LED integrada de 7 x 15.8 x 14.3 pulgadas, color negro mate y latón envejecido",https://m.media-amazon.com/images/I/81rxD3vcgyL._SX512_.jpg,225.6564,223.2808,219.9521,88.1501,0.4923,2.1961,25.5019,35.0125,0.0253,0.8849,Relajación,0.2386,0.047485471989300664,0.08592524784518266,0.05660189544624521,0.052136824416433386,0.12940088049432946,0.23863382775902003,0.22062602754288163,0.16918982450660697,23.86,Neutro,Luminoso,Apagado,Relajación,True,0.8704,0.8676,0.9133,0.864,0.3882,0.386,0.6347,0.0973,0.0274,0.8703
ABO,Hogar - Lámparas,"Rivet Adjustable Tree-Style 3-Light Floor Lamp, 69""H, with Bulbs, Bronze and Brass",https://m.media-amazon.com/images/I/71y+3tEJzvL._SX512_.jpg,250.1066,249.8611,239.47625000000005,98.0705,0.0197,0.2649,11.0878,58.6143,0.0425,0.9808,Relajación,0.2982,0.04995926206279929,0.10795610323037792,0.060523902826280555,0.05491958699486683,0.10908280134840953,0.29824423395290467,0.13861451255176163,0.1806995970325995,29.82,Neutro,Luminoso,Apagado,Relajación,True,0.9812,0.9811,1.0,0.9803,0.3737,0.3542,0.13,0.1628,0.046,0.9811
ABO,Hogar - Lámparas,AmazonBasics Natural Himalayan Salt Plug-in Night Light - Cylinder Shape,https://m.media-amazon.com/images/I/51gYFFUftZL._SX512_.jpg,249.9922,238.8817,219.6888,94.9193,1.8606,10.988,10.3555,38.0015,0.1212,0.9804,Neutro/Ambiguo,0.2119,0.11400979985925717,0.029675470810245373,0.1285903609723601,0.13140143552840167,0.17170278387011637,0.2118608436138103,0.10902727219052252,0.10373203315528644,21.19,Cálido,Luminoso,Apagado,Relajación,False,0.9807,0.9342,0.9121,0.9434,0.4301,0.5304,0.1043,0.1056,0.131,0.9806
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Table Lamp with Ceramic Base, Bulb Included, 16.5""H, Charcoal Gray",https://m.media-amazon.com/images/I/41OUfSgfGML._SX512_.jpg,239.4805,239.6336,239.1988,94.3238,-0.136,0.2665,15.8204,81.127,0.0018,0.9397,Relajación,0.381,0.04320191894077888,0.09739617008072268,0.04069245445196377,0.03587158042097356,0.05519316129524399,0.38102571315312733,0.17903067547591595,0.16758832618127373,38.1,Neutro,Luminoso,Apagado,Relajación,True,0.933,0.9374,0.9988,0.9364,0.3689,0.3542,0.2957,0.2254,0.0019,0.9336
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Traditional Ribbed Ceramic Table Lamp, LED Bulb Included, 22.5""H, Gray",https://m.media-amazon.com/images/I/51cvonzWKWL._SX512_.jpg,237.4126,237.1948,234.554,93.5927,-0.3744,1.3877,11.8495,55.4285,0.012,0.931,Relajación,0.3451,0.04808840426959873,0.10012628382139707,0.04546197503057752,0.04014763485725501,0.06784256900380169,0.34512162066430047,0.182009133954657,0.17120237839841249,34.51,Neutro,Luminoso,Apagado,Relajación,True,0.9237,0.927,0.9781,0.9278,0.3616,0.3727,0.1567,0.154,0.013,0.9235
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Glass Column Brass Floor Lamp, With Bulb, Linen Shade, 13.0"" x 13.0"" x 59.0"", Brushed Brass",https://m.media-amazon.com/images/I/718WtA2A3iL._SX512_.jpg,249.6993,249.3788,239.47625000000005,97.9866,-0.0233,0.4632,7.8212,58.119,0.0409,0.9792,Relajación,0.31,0.05135908880647163,0.11290281143680443,0.05592265197523423,0.05030758776864966,0.09037183098338061,0.3099501246924635,0.1430194251062376,0.1861664792307584,31.0,Neutro,Luminoso,Apagado,Relajación,True,0.9793,0.9791,1.0,0.9794,0.3724,0.3575,0.0156,0.1615,0.0442,0.9792
ABO,Hogar - Lámparas,"Stone & Beam Modern LED Task Floor Lamp, 49""H, With Bulb, Antique Brass",https://m.media-amazon.com/images/I/71fLLZoO8fL._SX512_.jpg,250.9705,250.5889,239.47625000000005,98.3656,0.0163,0.5035,9.7153,58.008,0.0458,0.9842,Relajación,0.2938,0.05223466907619812,0.11279665382161122,0.06010520178083794,0.05424982325110459,0.1018717173935779,0.2938006412447429,0.13915236641285464,0.1857889270190726,29.38,Neutro,Luminoso,Apagado,Relajación,True,0.9851,0.9843,1.0,0.9838,0.3736,0.3581,0.0819,0.1611,0.0495,0.985
ABO,Hogar - Lámparas,"Rivet Mid-Century Modern Steel Floor Lamp With Cone Shade And Light Bulb - 9.5 x 19 x 57 Inches, Matte Black",https://m.media-amazon.com/images/I/71oMJUCNErL._SX512_.jpg,249.76,249.6564,239.47625000000005,97.9712,0.0234,0.0648,11.8997,59.3956,0.0412,0.9795,Relajación,0.2691,0.04975713242574367,0.09569189760421115,0.07837038266255214,0.07109132899997085,0.14206316838652677,0.26914895997250654,0.12956311834358106,0.1643140116049078,26.91,Neutro,Luminoso,Apagado,Relajación,True,0.9796,0.9803,1.0,0.9792,0.3738,0.3509,0.1584,0.165,0.0445,0.9796
ABO,Hogar - Lámparas,Lámpara de mesa con diseño de tetera,https://m.media-amazon.com/images/I/8116+ZbnvUL._SX512_.jpg,206.0314,201.945,197.4131,80.02,0.741,2.8745,31.1434,31.5508,0.0418,0.808,Aburrimiento,0.2247,0.055177183071043176,0.09176132360652836,0.06773708855921176,0.0706849386329532,0.17111329055391422,0.10842411797553106,0.21044535472803985,0.2246567028727784,22.47,Neutro,Luminoso,Apagado,Relajación,False,0.7815,0.7764,0.8132,0.7686,0.3958,0.3971,0.8323,0.0876,0.0452,0.7814
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Contemporary Ceramic Table Lamp With Real Wood Base, LED Bulb Included, 19.75""H, Blueprint Blue",https://m.media-amazon.com/images/I/51MV+Y9YebL._SX512_.jpg,232.6066,233.4725,237.4623,92.0498,1.0159,-2.4002,20.2161,229.3004,0.0204,0.9312,Relajación,0.3073,0.0558873107841219,0.09924899764456906,0.0468102128824108,0.04491175789638056,0.04757530725909709,0.3072817906480016,0.21891803522177292,0.17936658766364616,30.73,Neutro,Luminoso,Apagado,Relajación,True,0.9019,0.9111,0.9911,0.9097,0.4042,0.3104,0.4496,0.637,0.0221,0.9238
ABO,Hogar - Lámparas,"Rivet Mid-Century Modern Glass Lamp with Bulb, 21.5"" H, White, Brass",https://m.media-amazon.com/images/I/814g7FiIYsL._SX512_.jpg,237.8885,237.0487,236.494,93.6376,0.2135,0.4183,12.1658,23.8666,0.0059,0.9329,Relajación,0.2926,0.044875877515219785,0.07929332341958466,0.07522115401829811,0.06804176374583472,0.1366039582912028,0.2926266911568113,0.1588148117273561,0.14452242012569252,29.26,Neutro,Luminoso,Apagado,Relajación,True,0.9258,0.9264,0.9868,0.9283,0.3796,0.3567,0.1677,0.0663,0.0064,0.9257
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Mid Century Modern Crystal Glam Living Room Floor Lamp With Light Bulb - 58 Inches, Brass with Linen Shade",https://m.media-amazon.com/images/I/71NieACpHKL._SX512_.jpg,250.9678,250.3582,239.47625000000005,98.3434,0.0671,0.662,7.983,56.8171,0.0458,0.9842,Relajación,0.2845,0.052901287582563766,0.11131693480253319,0.06347306804356244,0.057286250615884104,0.10949905225290761,0.2845351066248079,0.1378319732008987,0.18315632687684227,28.45,Neutro,Luminoso,Apagado,Relajación,True,0.9851,0.9833,1.0,0.9835,0.3751,0.3607,0.0213,0.1578,0.0495,0.985
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Global Ceramic Table Lamp with LED Light Bulb, 20""H, Blue and White Stylized Feather Design",https://m.media-amazon.com/images/I/51J8d3+PYzL._SX512_.jpg,243.1122,243.9093,239.47625000000005,95.9317,-0.0366,-0.6694,12.3669,70.7885,0.0182,0.9565,Relajación,0.355,0.04845945702097886,0.10879243027731532,0.04316544630389741,0.0380191142786661,0.03315577092969222,0.3549702535290458,0.18975239750792697,0.18368513015247723,35.5,Neutro,Luminoso,Apagado,Relajación,True,0.9495,0.9557,1.0,0.9553,0.372,0.3389,0.1748,0.1966,0.0197,0.953
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Contemporary Metal Table Lamp with Mercury Glass Accent, LED Bulb Included, 28.5""H, Dark Bronze",https://m.media-amazon.com/images/I/417UUlMThJL._SX512_.jpg,247.766,247.6285,239.47625000000005,97.287,0.0354,0.1396,11.306,59.0048,0.0335,0.9716,Relajación,0.2923,0.047693923151976785,0.0967544603205658,0.06823319160583083,0.06206407783232409,0.1296294804949741,0.2922818320177473,0.13702329200350602,0.1663197425730751,29.23,Neutro,Luminoso,Apagado,Relajación,True,0.9706,0.9716,1.0,0.9712,0.3742,0.3522,0.1376,0.1639,0.0362,0.9704
ABO,Hogar - Lámparas,"Stone & Beam Leland Modern Textured Table Lamp With Bulb, 24.5""H, Grey",https://m.media-amazon.com/images/I/914f-Byw2HL._SX512_.jpg,217.5995,214.8512,212.8871,85.4556,0.6808,1.4481,22.0636,25.0076,0.0217,0.8533,Calma,0.2276,0.04573222435066266,0.07960509537335721,0.06834731830905053,0.0644369300032896,0.16211090819792914,0.17988921868633403,0.22764468510867034,0.1722336199707065,22.76,Neutro,Luminoso,Apagado,Relajación,False,0.8339,0.8315,0.8819,0.8324,0.394,0.3737,0.5143,0.0695,0.0235,0.8338
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Classic Traditional Metallic Table Lamp with LED Light Bulb - 27.5 Inches, Brushed Nickel",https://m.media-amazon.com/images/I/41dyLVcZ9NL._SX512_.jpg,248.496,248.4185,239.47625000000005,97.67,0.0637,-0.0628,7.375787500000003,59.4845,0.0363,0.9745,Relajación,0.3027,0.0656220944126844,0.10703917630486863,0.05828521962568618,0.07056392099239153,0.0265483548043209,0.3026652873494347,0.18210279115533973,0.18717315535527398,30.27,Neutro,Luminoso,Apagado,Relajación,True,0.9739,0.975,1.0,0.9756,0.375,0.3488,0.0,0.1652,0.0392,0.9738
ABO,Hogar - Lámparas,Rivet Geometric - Lámpara de mesa de cerámica con bombilla LED,https://m.media-amazon.com/images/I/81dlZN4ndNL._SX512_.jpg,207.6977,215.8727,218.6572,85.1297,-1.8408,-2.4161,23.475,195.2443,0.0501,0.8575,Calma,0.2661,0.05505911573769838,0.0950132739569471,0.04881538662397976,0.04565056133463041,0.09472871249011174,0.19629778166701478,0.26613831322383497,0.19829685496578292,26.61,Neutro,Luminoso,Apagado,Relajación,False,0.789,0.8359,0.9075,0.8285,0.3166,0.3102,0.5638,0.5424,0.0542,0.8386
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Modern Round Table Lamp With LED Light Bulb - 17.50 Inches, Dark Bronze with Smoke Glass",https://m.media-amazon.com/images/I/41Jv3-wdZ3L._SX512_.jpg,237.6019,236.9966,238.0742,93.4789,0.4288,-0.452,15.8648,273.7027,0.0045,0.9336,Relajación,0.3313,0.05497290027272685,0.09251420868737344,0.04802044468963468,0.05642658592974931,0.03928961416485649,0.3312816533777747,0.2083630031636677,0.16913158971421674,33.13,Neutro,Luminoso,Apagado,Relajación,True,0.9245,0.9262,0.9938,0.9265,0.3862,0.3424,0.2973,0.7603,0.0049,0.9265
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Scandinavian Task Lamp, 19""H, Matte Black",https://m.media-amazon.com/images/I/716xCZTUFDL._SX512_.jpg,238.8393,238.6006,238.7642,93.7868,0.1333,-0.0534,19.9762,318.8773,0.001,0.9366,Relajación,0.2997,0.0681682234239037,0.08091900749529116,0.0780385080601656,0.09367111728805168,0.04216726433346613,0.29970005964942037,0.18571169752761071,0.1516241222220906,29.97,Neutro,Luminoso,Apagado,Relajación,True,0.9301,0.933,0.9968,0.9301,0.3772,0.349,0.4412,0.8858,0.0011,0.93
ABO,Hogar - Lámparas,White Table Lamp,https://m.media-amazon.com/images/I/81e4a7h4KaL._SX512_.jpg,241.3515,240.8017,239.47625000000005,94.9764,0.046,0.4888,10.0797,42.4087,0.0078,0.9465,Relajación,0.3312,0.04403190038684047,0.09365931115159323,0.05331153195233642,0.04845933084561027,0.10556921023372157,0.3311915892620102,0.16034364359158076,0.16343348257630705,33.12,Neutro,Luminoso,Apagado,Relajación,True,0.9415,0.9424,1.0,0.944,0.3745,0.3579,0.0947,0.1178,0.0084,0.9414
ABO,Hogar - Lámparas,Stone & ‿Beam Walters Lampe de travail vintage avec ampoule bleu,https://m.media-amazon.com/images/I/716q5noMOYL._SX512_.jpg,234.2495,234.098,235.1706,92.0764,0.3719,-0.6086,22.4904,248.4747,0.0046,0.9222,Relajación,0.3342,0.047366663580582787,0.09121864416734475,0.04013036165574521,0.0434598640901005,0.04649903980114932,0.3342092687725677,0.2265359072780341,0.17058025065447563,33.42,Neutro,Luminoso,Apagado,Relajación,True,0.9093,0.9138,0.9809,0.91,0.3845,0.3399,0.5293,0.6903,0.005,0.9134
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Clear Glass Table Lamp with LED Light Bulb - 24.25 Inches, Dark Bronze",https://m.media-amazon.com/images/I/41gQirA2zsL._SX512_.jpg,238.8985,238.851,239.47625000000005,94.0563,0.3525,-0.8489,16.6245,244.5582,0.0026,0.9391,Relajación,0.3457,0.048905619473851844,0.10009631930184834,0.041522451598690925,0.04128198618104379,0.038091654339654446,0.34566571419527226,0.20735332452756447,0.17708293038207393,34.57,Neutro,Luminoso,Apagado,Relajación,True,0.9304,0.9341,1.0,0.9333,0.3839,0.3359,0.3239,0.6794,0.0028,0.9329
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Modern Faux-Stone Table Lamp, LED Bulb Included, 16""H, Matte White",https://m.media-amazon.com/images/I/712MinMG+lL._SX512_.jpg,246.1487,246.1487,239.47625000000005,96.9103,-0.0024,0.0045,7.375787500000003,60.0,0.0271,0.9653,Relajación,0.3703,0.04807816596036964,0.11002447028671287,0.04558238372046707,0.03999363003320821,0.04849426640289133,0.3702861668617819,0.15562561111269788,0.1819153056218711,37.03,Neutro,Luminoso,Apagado,Relajación,True,0.9633,0.9653,1.0,0.9667,0.373,0.3499,0.0,0.1667,0.0293,0.9631
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Round Ceramic Table Lamp With Light Bulb and White Shade - 11 x 11 x 20 Inches, Cyan Blue",https://m.media-amazon.com/images/I/81tfiKij2tL._SX512_.jpg,223.8878,225.315,224.2476,89.2632,-0.6936,0.3904,14.2785,135.1261,0.0063,0.8836,Relajación,0.3212,0.04132359149135914,0.0874597496766074,0.03779114288012215,0.03404269275785861,0.07213591638450903,0.32118442339651015,0.24341451728821784,0.1626479661248156,32.12,Neutro,Luminoso,Apagado,Relajación,True,0.8624,0.8763,0.9324,0.877,0.3518,0.3563,0.2417,0.3754,0.0068,0.8688
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Living Room Table Lamp With LED Light Bulb - 24.25 Inches, Brushed Nickel With Clear Glass",https://m.media-amazon.com/images/I/41IvPakZPtL._SX512_.jpg,247.3299,246.8448,239.47625000000005,97.1318,0.0546,0.3982,7.4932,56.294,0.0318,0.9699,Relajación,0.3049,0.04834447272254417,0.10188266245132178,0.06105543096749715,0.05540241275091603,0.11360300375354575,0.3048984246746431,0.14241756305741057,0.17239602962212147,30.49,Neutro,Luminoso,Apagado,Relajación,True,0.9686,0.9683,1.0,0.9693,0.3748,0.3564,0.0041,0.1564,0.0344,0.9685
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Scandinavian Real Blond Wood Table Lamp, LED Bulb Included, 17""H, Beige",https://m.media-amazon.com/images/I/51FaRA1CiIL._SX512_.jpg,242.3872,239.2126,233.2822,94.5744,0.3425,3.4587,8.7777,39.0801,0.0376,0.9505,Relajación,0.2811,0.06248175845931354,0.10018878730426128,0.06430190989136968,0.05704473604173246,0.09530059016039205,0.28107761969953216,0.1645513187822639,0.17505327966113501,28.11,Neutro,Luminoso,Apagado,Relajación,True,0.9462,0.9356,0.9725,0.9393,0.3836,0.4067,0.0491,0.1086,0.0407,0.946
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Modern Integrated-LED Metal Table Lamp with Adjustable Shade, LED Bulb Included, 22""H, Matte Black",https://m.media-amazon.com/images/I/41vg9Zgkb9L._SX512_.jpg,242.0351,242.0922,239.47625000000005,95.0717,0.0214,-0.1194,18.1847,61.3097,0.0108,0.9494,Relajación,0.3667,0.04398437596271605,0.09971848488660427,0.038762486455206954,0.036370665989613686,0.03520845673492674,0.366697057527468,0.20148615025063565,0.17777232219282862,36.67,Neutro,Luminoso,Apagado,Relajación,True,0.9446,0.9479,1.0,0.9452,0.3737,0.3479,0.3785,0.1703,0.0117,0.9448
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Glass Table Lamp, Bulb Included, 15.5""H, Gibraltar Sea Blue",https://m.media-amazon.com/images/I/41QvinIFRHL._SX512_.jpg,239.9024,241.9557,239.47625000000005,95.3031,0.7913,-2.8993,13.5305,109.6876,0.0102,0.9488,Relajación,0.3032,0.06372874726822585,0.1107452433885255,0.05359210593837276,0.04876978365080034,0.03773713644503225,0.3031626701590812,0.19211895338993723,0.1901453597600249,30.32,Neutro,Luminoso,Apagado,Relajación,True,0.935,0.9474,1.0,0.9479,0.3973,0.3022,0.2155,0.3047,0.011,0.9441
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Traditional Metal Downbridge Floor Lamp with Adjustable Shade, LED Bulb Included, 58.25""H, Brushed Nickel",https://m.media-amazon.com/images/I/417xOKoMS-L._SX512_.jpg,252.7741,252.7298,239.47625000000005,99.181,-0.0241,0.1243,7.375787500000003,59.8001,0.0526,0.9913,Relajación,0.3049,0.05375344143442723,0.12219328576157813,0.05516291136145609,0.04932264680490406,0.07587243303311507,0.30492772251274824,0.1395764740833286,0.1991910850084426,30.49,Neutro,Luminoso,Apagado,Relajación,True,0.9933,0.9934,1.0,0.9934,0.3723,0.3519,0.0,0.1661,0.0569,0.9932
ABO,Hogar - Lámparas,"AmazonBasics Blendable LED Desk Lamp, 3 Lighting Modes with 5 Brightness Levels and 40-Minute Timer - 40 LEDs",https://m.media-amazon.com/images/I/61QqISb4KWL._SX512_.jpg,253.0842,253.0818,239.47625000000005,99.334,0.0025,-0.0062,7.375787500000003,59.9894,0.0538,0.9925,Relajación,0.2973,0.058145393467545936,0.12419988911884283,0.04980890672593022,0.05060545032224015,0.023996550897029387,0.29732853726370473,0.18513153718590197,0.21078373501880482,29.73,Neutro,Luminoso,Apagado,Relajación,True,0.9947,0.9949,1.0,0.9952,0.3732,0.3498,0.0,0.1666,0.0582,0.9946
