fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,emocion_1,valencia_1,deltaE_1,emocion_2,deltaE_2,emocion_3,deltaE_3
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Sneakers,https://m.media-amazon.com/images/I/818NDm0NBNL._SX512_.jpg,226.7576,227.0429,223.586,89.2971,-0.7567,1.9168,24.982,Soothed,Positiva - Baja activación,13.71,Refreshed,16.21,Relaxed,21.74
Amazon Berkeley Objects,Hogar - Mesas,Rivet Hendrix Rustic Natural Wood Table Collection,https://m.media-amazon.com/images/I/71tBUbZQ9xL._SX512_.jpg,220.8443,216.3476,211.5985,85.7509,1.0748,3.2746,26.7341,Soothed,Positiva - Baja activación,13.58,Refreshed,13.72,Relaxed,19.97
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Basics - 4'X6' Plush Diamond Trellis Shag Rug, Beige",https://m.media-amazon.com/images/I/91cjqi4jL7L._SX512_.jpg,203.7396,182.9571,164.6911,75.3127,4.8596,12.3608,18.2434,Happy,Positiva - Alta activación,14.33,Refreshed,14.4,Healthy,18.28
Amazon Berkeley Objects,Hogar - Sillas,"AmazonBasics Armless Slot-Back Dining Chair - Set of 2, White, Premium Plastic",https://m.media-amazon.com/images/I/51spEqPjUCL._SX512_.jpg,248.7137,248.6192,247.944,97.7467,-0.0899,0.3485,5.7359,Soothed,Positiva - Baja activación,20.07,Refreshed,24.61,Calm,28.51
Amazon Berkeley Objects,Hogar - Mesas,Strathwood Coffee Table Furniture Cover,https://m.media-amazon.com/images/I/71GH71kUcgL._SX512_.jpg,191.1087,184.2388,178.5294,74.0324,1.9125,4.1734,29.149,Refreshed,Positiva - Baja activación,8.0,Thirsty,12.94,Relaxed,14.1
Amazon Berkeley Objects,Hogar - Alfombras,"Stone & Beam Rug, 3'11"" x 5'11"", Blue, Navy, Multicolor",https://m.media-amazon.com/images/I/A1rL9J2F7CL._SX512_.jpg,106.1961,100.076,91.9627,40.8231,1.2819,5.4634,31.4977,Bored,Negativa - Baja activación,9.62,Sleepy,13.27,Irritated,15.29
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand Mae Marabou Women's Slippers with 1 Strap, Lavendar, 35-36 EU",https://m.media-amazon.com/images/I/71o5tYJLE7L._SX512_.jpg,198.7184,195.3861,203.9727,78.8027,2.927,-4.0797,21.3221,Soothed,Positiva - Baja activación,10.18,Refreshed,12.36,Relaxed,14.06
Amazon Berkeley Objects,Moda - Pendientes,14K Gold 2cttw Swarovski Zirconia Round Stud Earrings,https://m.media-amazon.com/images/I/61eVqZDk8VL._SX512_.jpg,223.6052,223.7476,222.8806,88.5537,-0.113,0.4686,19.6968,Soothed,Positiva - Baja activación,12.75,Refreshed,15.9,Relaxed,20.89
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Sandals-7 UK (41 EU) (8 US) (AZ-KY-403B),https://m.media-amazon.com/images/I/81oEFTt685L._SX512_.jpg,144.5318,132.7898,129.9938,53.5476,4.8419,3.7745,41.5308,Anxious,Negativa - Alta activación,11.47,Irritated,12.39,Sensual,13.27
Amazon Berkeley Objects,Moda - Sombreros,"Gmall Men's Neck Gaiter Face Cover Scarf Cool Breathable Lightweight Bandana, Purple,1 Piece",https://m.media-amazon.com/images/I/31woMRA0xeL._SX512_.jpg,205.5918,181.5024,214.2037,76.3079,15.8435,-13.6691,30.906,Romantic,Positiva - Alta activación,24.31,Soothed,24.38,Relaxed,26.14
Amazon Berkeley Objects,Hogar - Lámparas,"Amazon Brand – Rivet Modern Glam Glass Beads Torchiere Living Room Standing Floor Lamp With LED Light Bulb - 10 x 10 x 71 Inches, Chrome",https://m.media-amazon.com/images/I/41K64c2j0ZL._SX512_.jpg,254.058,254.0654,254.1348,99.6727,0.0078,-0.0303,2.3061,Soothed,Positiva - Baja activación,21.72,Refreshed,26.54,Calm,30.04
Amazon Berkeley Objects,Moda - Carteras,Nia & Nicole Women's Wallet (Tan),https://m.media-amazon.com/images/I/81Ig+tJ+WQL._SX512_.jpg,222.3123,203.2775,192.8901,82.5496,6.8288,9.2354,26.5775,Happy,Positiva - Alta activación,16.03,Refreshed,16.63,Soothed,20.73
Amazon Berkeley Objects,Hogar - Sillas,"Ravenna Home Viewridge Upholstered Recliner Chair, 42""W, Gray",https://m.media-amazon.com/images/I/81fX372jHML._SX512_.jpg,204.2227,204.6185,204.934,81.2834,-0.0812,-0.2081,26.3739,Soothed,Positiva - Baja activación,9.11,Refreshed,9.92,Relaxed,14.59
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Contemporary Chevron Area Rug, 7' 6"" x 2' 3"", Light Blue, Ivory",https://m.media-amazon.com/images/I/A1pZijN48iL._SX512_.jpg,143.9498,133.282,118.0277,54.8381,1.6379,9.7375,27.5436,Anxious,Negativa - Alta activación,11.66,Irritated,14.13,Healthy,16.32
Amazon Berkeley Objects,Hogar - Sillas,"Stone & Beam Bradbury Chesterfield Modern Tufted Leather Ottoman, 30.3""W, Brown",https://m.media-amazon.com/images/I/91mGn37GW1L._SX512_.jpg,149.6541,126.2782,119.494,53.2446,9.2373,8.2483,33.357,Anxious,Negativa - Alta activación,5.68,Irritated,7.3,Sensual,10.29
Amazon Berkeley Objects,Hogar - Relojes pared,"Amazon Brand – Stone & Beam Large Battery Operated Square Art Deco Wood Wall Clock - 27 Inch, White",https://m.media-amazon.com/images/I/91ocaiCxueL._SX512_.jpg,177.5453,172.6765,165.2277,69.7628,0.4925,4.4786,25.1381,Refreshed,Positiva - Baja activación,7.89,Thirsty,9.74,Relaxed,12.73
Amazon Berkeley Objects,Moda - Zapatos,Bourge Men's Grey and Red Running Shoes-7 UK (41 EU) (8 US) (Loire-280),https://m.media-amazon.com/images/I/81NLTPpMSEL._SX512_.jpg,201.8207,200.9107,201.7207,79.4775,0.5067,-0.2441,32.7395,Refreshed,Positiva - Baja activación,9.1,Soothed,9.47,Relaxed,13.59
Amazon Berkeley Objects,Moda - Zapatos,"Marchio Amazon - find. Mule Wedge Leather Sandalo Espadrillas con Zeppa, Nero (Black), 39 EU",https://m.media-amazon.com/images/I/716e7tM5UhL._SX512_.jpg,200.4869,194.7885,187.146,77.0246,0.9192,4.5119,35.465,Refreshed,Positiva - Baja activación,7.7,Soothed,13.49,Relaxed,14.81
Amazon Berkeley Objects,Moda - Anillos,"[Find] Amazon Collection Rhodium Plated Sterling Silver Clear Round kattokyu-bikkuzirukoniaburaidaruringusetto, Size 14",https://m.media-amazon.com/images/I/71HPyWsghzL._SX512_.jpg,238.5074,238.587,238.9203,94.0343,0.0361,-0.1786,14.4989,Soothed,Positiva - Baja activación,16.74,Refreshed,21.16,Calm,25.35
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Rivet Modern Round Metal Coffee Table, 18.5""H, Gold and Glass",https://m.media-amazon.com/images/I/81m1AHyCSZL._SX512_.jpg,238.972,235.2373,229.4893,93.0437,0.6119,3.5645,14.8825,Soothed,Positiva - Baja activación,17.88,Refreshed,20.17,Happy,24.35
Amazon Berkeley Objects,Hogar - Estantes,"UMI. by Amazon Rustic Wall Boards for Living Room, Kitchen, Office, Set of 3",https://m.media-amazon.com/images/I/61KkcAo3A9L._SX512_.jpg,223.2273,221.4642,214.9646,87.406,-0.1563,3.7767,26.0661,Soothed,Positiva - Baja activación,14.05,Refreshed,14.64,Relaxed,21.01
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - find. Women’s Espadrille Moccasins,https://m.media-amazon.com/images/I/71EV6QvumRL._SX512_.jpg,160.5154,157.7042,155.4846,62.8913,0.8244,1.3449,36.9633,Thirsty,Neutral - Sensorial,7.04,Relaxed,12.99,Refreshed,13.14
Amazon Berkeley Objects,Moda - Zapatos,Klepe Men's Navy/RED Chunky/Platform Sneakers-9 UK (43 EU) (10 US) (KP901/NVYRED),https://m.media-amazon.com/images/I/713ESfjjV-L._SX512_.jpg,195.0036,195.8696,199.8868,77.5193,0.7309,-2.3925,33.8852,Soothed,Positiva - Baja activación,8.88,Refreshed,9.32,Relaxed,11.81
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 5.0mm淡水真珠&ファンシーピンクスワロフスキージルコニア ペアーシェイプスタッドピアス 両耳用スタッドピアス JEE13613_5NNFP00A100,https://m.media-amazon.com/images/I/51gO19I86SL._SX512_.jpg,253.1901,252.8101,251.6422,99.2277,-0.0386,0.6433,4.4614,Soothed,Positiva - Baja activación,21.5,Refreshed,26.03,Calm,29.88
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Modern Wave Cosmopolitan Area Rug, 5 x 7 Foot, Beige",https://m.media-amazon.com/images/I/A1VJzgWW5oL._SX512_.jpg,159.5279,152.5217,138.6166,61.6484,0.3479,8.2006,30.7281,Thirsty,Neutral - Sensorial,12.0,Healthy,12.83,Refreshed,14.83
Amazon Berkeley Objects,Moda - Mochilas,AmazonBasics Slim Carry On Laptop Travel Overnight Backpack - Purple,https://m.media-amazon.com/images/I/A1M74TKlFJL._SX512_.jpg,179.1938,159.6551,169.7152,66.6855,9.0735,-2.4951,25.5125,Thirsty,Neutral - Sensorial,14.18,Romantic,15.66,Relaxed,17.57
Amazon Berkeley Objects,Moda - Zapatos,"find. Amazon Brand Slip on para Hombre, café Bronceado, US 5",https://m.media-amazon.com/images/I/71wTQroVSSL._SX512_.jpg,177.0919,176.0832,174.3674,70.2558,0.1359,1.0742,32.7409,Refreshed,Positiva - Baja activación,7.44,Thirsty,7.97,Relaxed,10.16
Amazon Berkeley Objects,Cosmética - Champús,"Amazon Brand - Solimo Argan Oil Shampoo, 13 fl. Oz",https://m.media-amazon.com/images/I/71zhJp7nRUL._SX512_.jpg,164.8161,199.3362,210.5161,78.7629,-4.0954,-8.2223,20.9598,Soothed,Positiva - Baja activación,3.86,Calm,9.4,Relaxed,10.12
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Lauren Down-Filled Oversized Leather Sofa Couch with Hardwood Frame, 89""W, Dark Brown",https://m.media-amazon.com/images/I/71nl-VimOgL._SX512_.jpg,155.622,143.0399,139.1958,58.8072,4.5777,4.2387,31.6783,Thirsty,Neutral - Sensorial,13.0,Anxious,13.89,Sensual,15.1
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand: Finding Smart Leather Men's Brogues, Brown Tan, 47 EU",https://m.media-amazon.com/images/I/81qz0WtMETL._SX512_.jpg,237.4085,227.0726,220.4215,90.6337,3.5441,5.4061,19.9742,Soothed,Positiva - Baja activación,18.82,Refreshed,19.33,Happy,21.42
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド ファンシーグリーンスワロフスキージルコニア チャネルLove Notスタッドピアス 両耳用スタッドピアス JEE13596_5NNFG00A100,https://m.media-amazon.com/images/I/61rb5yMlcOL._SX512_.jpg,251.1586,250.944,247.0776,98.4926,-0.4855,1.9873,6.8217,Soothed,Positiva - Baja activación,21.17,Refreshed,25.13,Happy,28.67
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Brandeberry Farmhouse Charles of London Ottoman, 31""W, Sand",https://m.media-amazon.com/images/I/91JCI+w9QZL._SX512_.jpg,226.1584,219.875,210.0918,87.6289,0.7185,5.889,16.9725,Refreshed,Positiva - Baja activación,15.47,Soothed,16.1,Happy,20.19
Amazon Berkeley Objects,Moda - Bolsos,Flavia Women's Clutch (Blue),https://m.media-amazon.com/images/I/91bGi0U5+3L._SX512_.jpg,153.2039,166.6693,172.4155,67.1973,-3.3095,-4.5322,15.5948,Thirsty,Neutral - Sensorial,3.75,Relaxed,5.48,Refreshed,10.5
Amazon Berkeley Objects,Moda - Zapatos,Fusefit Women's Sandra Mint/Pink Running Shoes-4 UK (37 EU) (5 US) (FFR-396_4),https://m.media-amazon.com/images/I/81cRuTrqXkL._SX512_.jpg,231.8427,232.3358,232.9778,91.7664,-0.0126,-0.3242,16.3911,Soothed,Positiva - Baja activación,14.82,Refreshed,19.04,Calm,23.52
Amazon Berkeley Objects,Moda - Zapatos,"RED WAGON Back to School T-bar, Girls’ Ballet Flats Black (Black Patent) 3",https://m.media-amazon.com/images/I/71E7Dp5JHYL._SX512_.jpg,231.6376,231.4166,231.7201,90.9095,0.1423,-0.1302,25.4352,Soothed,Positiva - Baja activación,14.3,Refreshed,18.26,Relaxed,22.96
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド マイクロパヴェ 宗教的ホワイトのスワロフスキージルコニア スタッドピアス 両耳用スタッドピアス JEE13620_5NNCL00A100,https://m.media-amazon.com/images/I/61B+Ge-41eL._SX512_.jpg,252.7759,252.5532,251.2634,99.1077,-0.1209,0.6862,5.5484,Soothed,Positiva - Baja activación,21.38,Refreshed,25.89,Calm,29.76
Amazon Berkeley Objects,Moda - Zapatos,"find. Marca de Amazon. Hombre Callow Natural Rand, café (Tan 250), US 11",https://m.media-amazon.com/images/I/71ST8r1sfmL._SX512_.jpg,184.8784,155.3435,135.8343,65.3082,10.2775,16.2762,30.762,Hungry,Neutral - Sensorial,12.36,Energized,14.68,Anxious,15.99
Amazon Berkeley Objects,Moda - Sombreros,"Thirty Five Kent - Gorro reversible para hombre, Fair Isle, One Size",https://m.media-amazon.com/images/I/91tSgu--KKL._SX512_.jpg,132.4786,151.2147,162.9448,60.0749,-2.5514,-8.614,32.0149,Thirsty,Neutral - Sensorial,8.6,Relaxed,11.89,Sleepy,16.17
Amazon Berkeley Objects,Moda - Zapatos,Nubeno Men's TAN Formal Shoes-7 UK (41 EU) (80022),https://m.media-amazon.com/images/I/81hycgmFJpL._SX512_.jpg,181.4253,140.1801,115.4897,60.8652,15.2137,21.0651,33.8579,Hungry,Neutral - Sensorial,6.06,Anxious,14.51,Energized,14.67
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - find. Fern-s-1-68, Women’s Boots",https://m.media-amazon.com/images/I/610Dnx9DGeL._SX512_.jpg,149.3023,146.5396,146.1545,57.4338,1.206,0.6731,44.5704,Thirsty,Neutral - Sensorial,10.14,Sleepy,15.8,Bored,16.17
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Navy Canvas Sneakers-7 UK/India (41 EU) (AZ-GI-370A),https://m.media-amazon.com/images/I/91U82zT-AaL._SX512_.jpg,190.7685,195.4392,200.1572,77.3957,-0.4807,-3.185,30.4968,Soothed,Positiva - Baja activación,7.56,Refreshed,8.96,Relaxed,10.7
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Sneakers,https://m.media-amazon.com/images/I/81Z8c4nei5L._SX512_.jpg,249.2687,232.2249,211.5061,93.2082,4.6511,12.7805,13.9017,Happy,Positiva - Alta activación,16.59,Refreshed,24.04,Soothed,25.75
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - House & Shields Men's Black/RED Textile Sneakers-10 UK (44 EU) (11 US) (AZ-HS-006),https://m.media-amazon.com/images/I/71yRL4BDnoL._SX512_.jpg,150.2755,142.9864,141.7406,56.9325,2.7267,2.1009,43.8839,Thirsty,Neutral - Sensorial,11.9,Anxious,15.23,Sensual,16.08
Amazon Berkeley Objects,Moda - Zapatos,Marca Amazon - find. Moffat - Botas Clasicas Hombre,https://m.media-amazon.com/images/I/71E+Lh0qVPL._SX512_.jpg,211.5676,195.7321,181.2024,79.3195,4.1217,10.0351,24.3568,Refreshed,Positiva - Baja activación,13.43,Happy,15.2,Soothed,19.53
Amazon Berkeley Objects,Moda - Pendientes,14K Gold 2cttw Swarovski Zirconia Round Halo Stud Earrings,https://m.media-amazon.com/images/I/71s+A3xzvhL._SX512_.jpg,219.4988,218.5236,214.0514,86.6132,-0.3078,2.4753,21.2036,Soothed,Positiva - Baja activación,12.66,Refreshed,13.85,Relaxed,19.77
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Formal Shoes,https://m.media-amazon.com/images/I/71NuKhUgE6L._SX512_.jpg,141.9619,141.5375,148.3589,56.5759,2.1207,-4.171,38.1744,Thirsty,Neutral - Sensorial,11.24,Sleepy,13.53,Bored,14.73
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Brandeberry Farmhouse Charles of London Ottoman, 31""W, Stone",https://m.media-amazon.com/images/I/91ZQVCvTHeL._SX512_.jpg,218.8928,215.1511,208.5525,85.7363,0.2713,3.9605,18.6185,Refreshed,Positiva - Baja activación,13.34,Soothed,13.6,Relaxed,19.91
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Basics Tufted Outdoor Patio Bench Cushion- 44 x 18 x 4 Inches, Blue",https://m.media-amazon.com/images/I/81FUXLkgB1L._SX512_.jpg,204.5459,223.0271,237.674,87.8758,0.5073,-9.2097,23.5498,Soothed,Positiva - Baja activación,11.34,Calm,18.7,Refreshed,19.59
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Stone & Beam Classic Ticking Stripe Throw Pillow - 12 x 24 Inch, Pewter",https://m.media-amazon.com/images/I/91kO4MurVtL._SX512_.jpg,219.4775,218.0172,216.8969,86.637,0.3211,0.7766,19.57,Soothed,Positiva - Baja activación,11.98,Refreshed,14.3,Relaxed,19.48
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Handtufted Diamond-Patterned Cotton and Wool Area Rug, 5' x 8', Ivory with Charcoal and Blush",https://m.media-amazon.com/images/I/A1RVo8nkznL._SX512_.jpg,131.7823,122.3702,110.4121,50.3839,1.5906,7.7576,27.9705,Anxious,Negativa - Alta activación,11.25,Irritated,12.83,Bored,14.53
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Rivet Revolve Modern Upholstered Sofa Couch, 80""W, Linen",https://m.media-amazon.com/images/I/61bijEgI8WL._SX512_.jpg,244.4642,242.8551,240.9579,95.7665,0.228,1.1471,9.0464,Soothed,Positiva - Baja activación,18.76,Refreshed,22.72,Calm,27.34
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Formal Derby Shoes with Handmade Sole,https://m.media-amazon.com/images/I/81FQgkEqvVL._SX512_.jpg,212.2957,212.2912,212.2879,83.4495,-0.0009,0.0068,32.6751,Soothed,Positiva - Baja activación,9.85,Refreshed,11.59,Relaxed,16.43
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Rivet Tina Mid-Century Modern Curved Back Kitchen Dining Chairs, 25""W x 36""H, Ash Grey, Set of 2",https://m.media-amazon.com/images/I/91AeYUua+4L._SX512_.jpg,192.109,188.3348,185.7595,75.4176,1.158,2.14,29.3492,Refreshed,Positiva - Baja activación,7.35,Soothed,12.4,Thirsty,12.79
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - The Fix Women's Evelyn Studded Ballet Flat, Black Party Glitter, 6 M US",https://m.media-amazon.com/images/I/71LLWpTldBL._SX512_.jpg,159.3854,154.7037,149.1772,62.2287,1.0025,3.6719,34.2022,Thirsty,Neutral - Sensorial,8.71,Refreshed,13.71,Relaxed,14.72
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド ラウンドカット 赤いスワロフスキージルコニア ハートシェイプスタッド ピアス 両耳用スタッドピアス JEE13576_5NNRD00A100,https://m.media-amazon.com/images/I/61hB4HE3FSL._SX512_.jpg,252.3769,250.5454,249.8878,98.5412,0.6004,0.613,7.6658,Soothed,Positiva - Baja activación,21.1,Refreshed,25.53,Calm,29.56
Amazon Berkeley Objects,Hogar - Lámparas,"Amazon Brand – Ravenna Home Accent Bedroom Table Lamp With LED Light Bulb - 18.5 Inches, Dark Bronze With White Shade",https://m.media-amazon.com/images/I/41D7tt2Z6sL._SX512_.jpg,240.0762,239.5774,237.6272,94.244,-0.1568,1.0267,16.8836,Soothed,Positiva - Baja activación,17.29,Refreshed,21.16,Calm,25.92
Amazon Berkeley Objects,Moda - Zapatos,"Amazon brand: Find. Block Heel Mule Women's Peeptoe Sandals (Lace-s-2-46) - Black Tortoise Black Tortoise Black, size: 38 EU",https://m.media-amazon.com/images/I/61i0L5K2K1L._SX512_.jpg,170.8626,165.1246,164.6727,65.8933,2.5931,1.2515,39.0613,Thirsty,Neutral - Sensorial,8.31,Refreshed,11.94,Relaxed,12.97
Amazon Berkeley Objects,Hogar - Armarios,"Amazon merk - Movian Argenton - wastafel met spiegel en wastafel Wastafel met spiegel en wastafel 61 x 46,5 x 57 cm wit",https://m.media-amazon.com/images/I/61IPl6kD18L._SX512_.jpg,248.2366,248.9844,249.7715,97.8558,-0.1054,-0.4683,5.2024,Soothed,Positiva - Baja activación,19.92,Refreshed,24.82,Calm,28.31
Amazon Berkeley Objects,Moda - Pulseras,[Find] Amazon Collection Platinum Plated Sterling Silver suwarohusuki-・zirukonia Use Bangle Bracelet b1337901 _ 120 _ 700,https://m.media-amazon.com/images/I/71qyl3VXtlL._SX512_.jpg,234.0172,233.9705,232.9162,92.3733,-0.1791,0.5421,15.1355,Soothed,Positiva - Baja activación,15.57,Refreshed,19.43,Calm,24.26
Amazon Berkeley Objects,Hogar - Lámparas,AmazonBasics Natural Himalayan Salt Plug-in Night Light - 2-Pack,https://m.media-amazon.com/images/I/71p1pxq3PrL._SX512_.jpg,248.6259,229.7564,220.7202,92.7456,6.0333,7.7697,12.6148,Happy,Positiva - Alta activación,20.41,Refreshed,22.78,Soothed,22.85
Amazon Berkeley Objects,Hogar - Sofás,"Stone & Beam Caviar Swatch, Stone & Beam",https://m.media-amazon.com/images/I/B1G3f66PgqS._SX512_.jpg,89.1307,88.1436,86.5768,35.919,0.0576,0.9763,30.1666,Bored,Negativa - Baja activación,7.86,Sleepy,11.54,Tired,12.47
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Sneakers,https://m.media-amazon.com/images/I/81VYfp+jGuL._SX512_.jpg,229.674,219.3224,216.1721,87.6846,4.0677,3.88,25.2184,Soothed,Positiva - Baja activación,16.71,Refreshed,17.01,Happy,21.87
Amazon Berkeley Objects,Hogar - Sillas,Ravenna Home - Sofá de salón clásico,https://m.media-amazon.com/images/I/9172Um72MZL._SX512_.jpg,189.6473,189.521,189.82,74.9039,0.1223,-0.1519,35.5981,Refreshed,Positiva - Baja activación,6.95,Soothed,10.53,Relaxed,10.65
Amazon Berkeley Objects,Hogar - Mesas,"2L Lifestyle Harbor Modern Wedge Side End Table,Brown",https://m.media-amazon.com/images/I/91VWQVMlWrL._SX512_.jpg,155.48,138.0462,126.2211,57.6626,4.804,8.8386,24.5417,Anxious,Negativa - Alta activación,10.98,Irritated,13.39,Sensual,15.5
Amazon Berkeley Objects,Moda - Anillos,[Find] Amazon Collection Platinum Plated Sterling Silver suwarohusuki-・zirukonia Use Flower Halo Ring r3254801 _ 120 _ 070 Japanese Size No. 14 X L (US Size 7 # # # #),https://m.media-amazon.com/images/I/81E9NdOqHQL._SX512_.jpg,210.7982,211.3503,209.7448,83.992,-0.4848,0.7716,21.0053,Soothed,Positiva - Baja activación,10.21,Refreshed,11.63,Relaxed,16.9
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - The Fix Women's Sloan Tab Elasticated Ballet Flat, Silver Metallic/Blue, 6.5 B US",https://m.media-amazon.com/images/I/71j7Wn1YksL._SX512_.jpg,195.3808,195.0,195.8634,78.0576,0.9034,-0.2959,24.8901,Refreshed,Positiva - Baja activación,8.66,Soothed,9.94,Relaxed,12.9
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand – Ravenna Home Anne Marie Small Curved Leg Shelf Storage Side End Table, 20""W, White",https://m.media-amazon.com/images/I/51-vgTLkihL._SX512_.jpg,238.0056,235.9416,233.1475,93.3736,0.2141,1.6333,8.7862,Soothed,Positiva - Baja activación,17.0,Refreshed,20.39,Relaxed,25.65
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - find. Women's Closed Toe Canvas Espadrille Wedge Sandal,https://m.media-amazon.com/images/I/81MzRNtonrL._SX512_.jpg,231.1976,229.2971,227.2395,90.6911,0.4941,1.3078,18.9157,Soothed,Positiva - Baja activación,14.96,Refreshed,17.99,Relaxed,23.24
